,OBJECTID *,address,zip,lat,long,neighborhood,status,NTA2020,NTAName,NTAAbbrev,CDTA2020,CDTAName,NTAType
131,132,443 west 49th street #4e in hell's kitchen,10019,40.763774,-73.991168,Chelsea and Clinton,Claim,MN0402,Hell's Kitchen,HllsKtchn,MN04,MN04 Chelsea-Hell's Kitchen (CD 4 Approximation),
132,133,271 west 73rd street #1a in upper west side,10023,40.780352,-73.983311,Upper West Side,Claim,MN0701,Upper West Side-Lincoln Square,UWS_LclnSq,MN07,MN07 Upper West Side (CD 7 Approximation),
133,134,647 second avenue #3c in murray hill,10016,40.745802,-73.975546,Gramercy Park and Murray Hill,Claim,MN0603,Murray Hill-Kips Bay,MryHl_KpBy,MN06,MN06 East Midtown-Murray Hill (CD 6 Approximation),
134,135,94-06 34 road #b1 in jackson heights,11372,40.75355,-73.873285,West Queens,Claim,QN0301,Jackson Heights,JcksnHts,QN03,QN03 Jackson Heights-East Elmhurst (CD 3 Approximation),
135,136,139-06 34 road #b2 in flushing,11354,40.766183,-73.828798,North Queens,No Claim,QN0707,Flushing-Willets Point,Flshng,QN07,QN07 Flushing-Murray Hill-Whitestone (CD 7 Approximation),
136,137,154 east 110th street #1 in east harlem,10029,40.794549,-73.944185,East Harlem,No Claim,MN1101,East Harlem (South),EstHrlm_S,MN11,MN11 East Harlem (CD 11 Equivalent),
137,138,165 east 36th street #1b in murray hill,10016,40.74729,-73.977553,Gramercy Park and Murray Hill,No Claim,MN0603,Murray Hill-Kips Bay,MryHl_KpBy,MN06,MN06 East Midtown-Murray Hill (CD 6 Approximation),
138,139,1545 rhinelander avenue #4j in morris park,10461,40.856091,-73.842064,Southeast Bronx,No Claim,BX1102,Morris Park,MrrsPk,BX11,BX11 Pelham Parkway-Morris Park (CD 11 Approximation),
139,140,1045 morris avenue apt 2 in concourse 10456,10456,40.829748,-73.916394,High Bridge and Morrisania,No Claim,BX0401,Concourse-Concourse Village,Cncrs,BX04,BX04 Highbridge-Concourse (CD 4 Approximation),
140,141,2409 creston avenue #3 in fordham,10468,40.860752,-73.899469,Bronx Park and Fordham,No Claim,BX0503,Fordham Heights,FrdhmHts,BX05,BX05 Morris Heights-Mount Hope (CD 5 Approximation),
141,142,168 21st street apt 3b in greenwood 11232,11232,40.656044,-74.007978,Sunset Park,No Claim,BK0702,Sunset Park (West),SnstPk_W,BK07,BK07 Sunset Park-Windsor Terrace (CD 7 Approximation),
142,143,343 nostrand avenue #4r in  bedford-stuyvesant,11216,40.686569,-73.950609,Central Brooklyn,No Claim,BK0301,Bedford-Stuyvesant (West),BdSty_W,BK03,BK03 Bedford-Stuyvesant (CD 3 Approximation),
143,144,37-52-37-56 80th street #4e in jackson heights,11372,40.74806,-73.886097,West Queens,No Claim,QN0301,Jackson Heights,JcksnHts,QN03,QN03 Jackson Heights-East Elmhurst (CD 3 Approximation),
144,145,320 east 34th street #5b in kips bay,10016,40.744031,-73.975041,Gramercy Park and Murray Hill,Claim,MN0603,Murray Hill-Kips Bay,MryHl_KpBy,MN06,MN06 East Midtown-Murray Hill (CD 6 Approximation),
145,146,13 hamilton terrace #2e in hamilton heights,10031,40.822044,-73.94677,Inwood and Washington Heights,Claim,MN0903,Hamilton Heights-Sugar Hill,HmltnHts,MN09,MN09 Morningside Heights-Hamilton Heights (CD 9 Equivalent),
146,147,45 tudor city place #1102a in turtle bay,10017,40.74937,-73.969986,Gramercy Park and Murray Hill,No Claim,MN0603,Murray Hill-Kips Bay,MryHl_KpBy,MN06,MN06 East Midtown-Murray Hill (CD 6 Approximation),
147,148,102 somers street #6 in ocean hill,11233,40.678994,-73.907656,Central Brooklyn,No Claim,BK1601,Ocean Hill,OcnHl,BK16,BK16 Ocean Hill-Brownsville (CD 16 Approximation),
148,149,596 edgecombe avenue #3a inwashington heights,10032,40.835473,-73.937773,Inwood and Washington Heights,No Claim,MN1201,Washington Heights (South),WshHts_S,MN12,MN12 Washington Heights-Inwood (CD 12 Equivalent),
149,150,251 west 15th street #12 in chelsea,10011,40.740262,-74.001109,Chelsea and Clinton,Claim,MN0401,Chelsea-Hudson Yards,Chls_HdsYd,MN04,MN04 Chelsea-Hell's Kitchen (CD 4 Approximation),
150,151,423 east 77th street #2a in lenox hill,10075,40.770827,-73.952629,Upper East Side,Claim,MN0801,Upper East Side-Lenox Hill-Roosevelt Island,UES_LnxHl,MN08,MN08 Upper East Side-Roosevelt Island (CD 8 Equivalent),
151,152,486 lefferts avenue apt 2e in wingate 11225,11225,40.662597,-73.945051,Flatbush,Claim,BK0902,Prospect Lefferts Gardens-Wingate,PLG_Wngt,BK09,BK09 Crown Heights (South) (CD 9 Approximation),
152,153,75-62 113rd street #2c in forest hills,11375,40.717878,-73.834672,West Central Queens,Claim,QN0602,Forest Hills,FrstHls,QN06,QN06 Forest Hills-Rego Park (CD 6 Approximation),
153,154,86-31 57th avenue #2 in elmhurst,11373,40.733193,-73.875697,West Queens,Claim,QN0401,Elmhurst,Elmhrst,QN04,QN04 Elmhurst-Corona (CD 4 Approximation),
154,155,80-15 grenfell street #c in kew gardens,11415,40.712051,-73.834487,Southwest Queens,Claim,QN0901,Kew Gardens,KwGrdns,QN09,QN09 Kew Gardens-Richmond Hill-Woodhaven (CD 9 Approximation),
155,156,534 west 148th street #1f in hamilton heights,10031,40.827609,-73.947704,Inwood and Washington Heights,Claim,MN0903,Hamilton Heights-Sugar Hill,HmltnHts,MN09,MN09 Morningside Heights-Hamilton Heights (CD 9 Equivalent),
156,157,25-36 38th street #4f in astoria,11103,40.767468,-73.913455,Northwest Queens,No Claim,QN0103,Astoria (Central),Astr_C,QN01,QN01 Astoria-Queensbridge (CD 1 Equivalent),
157,158,30-69 48th street #1r in astoria,11103,40.764357,-73.923462,Northwest Queens,No Claim,QN0103,Astoria (Central),Astr_C,QN01,QN01 Astoria-Queensbridge (CD 1 Equivalent),
158,159,436 east 9th street #3d in east village,10009,40.72736,-73.983268,Lower East Side,No Claim,MN0303,East Village,EstVlg,MN03,MN03 Lower East Side-Chinatown (CD 3 Equivalent),
159,160,329 east 75th street #1d in lenox hill,10021,40.77031,-73.955386,Upper East Side,Claim,MN0801,Upper East Side-Lenox Hill-Roosevelt Island,UES_LnxHl,MN08,MN08 Upper East Side-Roosevelt Island (CD 8 Equivalent),
160,161,329 east 132nd street #5f in mott haven,10454,40.805959,-73.927027,Hunts Point and Mott Haven,No Claim,BX0101,Mott Haven-Port Morris,MttHvn,BX01,BX01 Melrose-Mott Haven-Port Morris (CD 1 Approximation),
161,162,41-15 51st street #a42 in sunnyside,11377,40.745499,-73.913337,West Queens,No Claim,QN0202,Sunnyside,Snnysd,QN02,QN02 Long Island City-Sunnyside-Woodside (CD 2 Approximation),
162,163,32-48 30th street #d3 in astoria,11106,40.761251,-73.927371,Northwest Queens,No Claim,QN0103,Astoria (Central),Astr_C,QN01,QN01 Astoria-Queensbridge (CD 1 Equivalent),
163,164,90-33 83rd avenue apt 1r in glendale 11385,11385,40.703375,-73.853865,West Central Queens,No Claim,QN0503,Glendale,Glndl,QN05,QN05 Ridgewood-Maspeth-Middle Village (CD 5 Approximation),
164,165,31-19 34th street #3b in astoria,11106,40.762541,-73.921263,Northwest Queens,No Claim,QN0103,Astoria (Central),Astr_C,QN01,QN01 Astoria-Queensbridge (CD 1 Equivalent),
165,166,246 bradhurst avenue #47 in central harlem,10039,40.829159,-73.938586,Central Harlem,No Claim,MN1002,Harlem (North),Hrlm_N,MN10,MN10 Harlem (CD 10 Equivalent),
166,167,333 ovington avenue #a23 in bay ridge,11209,40.634723,-74.025291,Southwest Brooklyn,No Claim,BK1001,Bay Ridge,ByRdg,BK10,BK10 Bay Ridge-Dyker Heights (CD 10 Approximation),
167,168,48-53 44th street #5h in sunnyside,11377,40.73797,-73.921425,West Queens,No Claim,QN0202,Sunnyside,Snnysd,QN02,QN02 Long Island City-Sunnyside-Woodside (CD 2 Approximation),
168,169,89-19 32nd avenue #5bb in jackson heights,11369,40.758572,-73.878541,West Queens,Claim,QN0301,Jackson Heights,JcksnHts,QN03,QN03 Jackson Heights-East Elmhurst (CD 3 Approximation),
169,170,1055 second avenue #4b in sutton place,10022,40.757628,-73.961698,Gramercy Park and Murray Hill,Claim,MN0604,East Midtown-Turtle Bay,EstMdtwn,MN06,MN06 East Midtown-Murray Hill (CD 6 Approximation),
170,171,373 42nd street #2 in sunset park,11232,40.651231,-74.00817,Sunset Park,No Claim,BK0702,Sunset Park (West),SnstPk_W,BK07,BK07 Sunset Park-Windsor Terrace (CD 7 Approximation),
171,172,143-08 roosevelt avenue #9 in flushing,11354,40.760887,-73.824016,North Queens,No Claim,QN0707,Flushing-Willets Point,Flshng,QN07,QN07 Flushing-Murray Hill-Whitestone (CD 7 Approximation),
172,173,1473 first avenue #1c in lenox hill,10075,40.770946,-73.954007,Upper East Side,No Claim,MN0801,Upper East Side-Lenox Hill-Roosevelt Island,UES_LnxHl,MN08,MN08 Upper East Side-Roosevelt Island (CD 8 Equivalent),
173,174,150 west 140th street #1l in central harlem,10030,40.81805,-73.940872,Central Harlem,No Claim,MN1002,Harlem (North),Hrlm_N,MN10,MN10 Harlem (CD 10 Equivalent),
174,175,590 west 204th street #a34 in inwood,10034,40.864767,-73.92205,Inwood and Washington Heights,No Claim,MN1203,Inwood,Inwd,MN12,MN12 Washington Heights-Inwood (CD 12 Equivalent),
175,176,75 fort washington avenue #gg in washington heights,10032,40.83771,-73.944321,Inwood and Washington Heights,No Claim,MN1201,Washington Heights (South),WshHts_S,MN12,MN12 Washington Heights-Inwood (CD 12 Equivalent),
176,177,23-31 29th street #4b in ditmars-steinway,11105,40.779713,-73.906316,Northwest Queens,Claim,QN0101,Astoria (North)-Ditmars-Steinway,Astr_N,QN01,QN01 Astoria-Queensbridge (CD 1 Equivalent),
177,178,424 east 116th street #15 in east harlem,10029,40.79544,-73.934542,East Harlem,Claim,MN1102,East Harlem (North),EstHrlm_N,MN11,MN11 East Harlem (CD 11 Equivalent),
178,179,1366 york avenue #5d in lenox hill,10021,40.767241,-73.953047,Upper East Side,Claim,MN0801,Upper East Side-Lenox Hill-Roosevelt Island,UES_LnxHl,MN08,MN08 Upper East Side-Roosevelt Island (CD 8 Equivalent),
179,180,1737 lexington avenue #9 in east harlem,10029,40.793597,-73.945027,East Harlem,Claim,MN1101,East Harlem (South),EstHrlm_S,MN11,MN11 East Harlem (CD 11 Equivalent),
180,181,40 shore boulevard #1e in brighton beach,11235,40.582275,-73.954518,Southern Brooklyn,Claim,BK1303,Brighton Beach,BrghtnBch,BK13,BK13 Coney Island-Brighton Beach (CD 13 Approximation),
181,182,66-10 grand avenue #1b in maspeth,11378,40.724133,-73.898164,West Queens,No Claim,QN0501,Maspeth,Mspth,QN05,QN05 Ridgewood-Maspeth-Middle Village (CD 5 Approximation),
182,183,600 west 141st street #36 in hamilton heights,10031,40.823958,-73.952831,Inwood and Washington Heights,No Claim,MN0903,Hamilton Heights-Sugar Hill,HmltnHts,MN09,MN09 Morningside Heights-Hamilton Heights (CD 9 Equivalent),
183,184,513 east 81st street #1fw in yorksville,10028,40.772521,-73.948542,Upper East Side,No Claim,MN0803,Upper East Side-Yorkville,UES_Yrkvl,MN08,MN08 Upper East Side-Roosevelt Island (CD 8 Equivalent),
184,185,55-12 111st street apt 1b in corona 11368,11368,40.741682,-73.85105,West Queens,No Claim,QN0402,Corona,Crna,QN04,QN04 Elmhurst-Corona (CD 4 Approximation),
185,186,495 west end avenue #2j in upper west side,10024,40.787544,-73.979192,Upper West Side,No Claim,MN0702,Upper West Side (Central),UWS_C,MN07,MN07 Upper West Side (CD 7 Approximation),
186,187,34-29 43rd street #1ss in astoria,11101,40.754701,-73.918933,Northwest Queens,Claim,QN0104,Astoria (East)-Woodside (North),Astr_E,QN01,QN01 Astoria-Queensbridge (CD 1 Equivalent),
187,188,4877 broadway #4f in inwood,10034,40.867714,-73.921202,Inwood and Washington Heights,Claim,MN1203,Inwood,Inwd,MN12,MN12 Washington Heights-Inwood (CD 12 Equivalent),
188,189,110 mulberry street #4 in little italy ,10013,40.717487,-73.998245,Greenwich Village and Soho,Claim,MN0201,SoHo-Little Italy-Hudson Square,SoHo,MN02,MN02 Greenwich Village-SoHo (CD 2 Equivalent),
189,190,328 w 44th street #45 in hell's kitchen,10036,40.758877,-73.99023,Chelsea and Clinton,Claim,MN0402,Hell's Kitchen,HllsKtchn,MN04,MN04 Chelsea-Hell's Kitchen (CD 4 Approximation),
190,191,240 east 78th street #b in lenox hill,10075,40.772874,-73.956717,Upper East Side,Claim,MN0801,Upper East Side-Lenox Hill-Roosevelt Island,UES_LnxHl,MN08,MN08 Upper East Side-Roosevelt Island (CD 8 Equivalent),
191,192,31-48 34th street #1ff in astoria,11106,40.762108,-73.922216,Northwest Queens,No Claim,QN0103,Astoria (Central),Astr_C,QN01,QN01 Astoria-Queensbridge (CD 1 Equivalent),
192,193,25-95 45th street #7 in astoria,11103,40.764357,-73.923462,Northwest Queens,No Claim,QN0103,Astoria (Central),Astr_C,QN01,QN01 Astoria-Queensbridge (CD 1 Equivalent),
193,194,85 seaman avenue #4b in inwood,10034,40.868006,-73.924799,Inwood and Washington Heights,No Claim,MN1203,Inwood,Inwd,MN12,MN12 Washington Heights-Inwood (CD 12 Equivalent),
194,195,615 west 183rd street #3l in fort george,10033,40.851008,-73.933335,Inwood and Washington Heights,No Claim,MN1202,Washington Heights (North),WshHts_N,MN12,MN12 Washington Heights-Inwood (CD 12 Equivalent),
195,196,165 sherman avenue #5p in inwood,10034,40.864601,-73.922568,Inwood and Washington Heights,No Claim,MN1203,Inwood,Inwd,MN12,MN12 Washington Heights-Inwood (CD 12 Equivalent),
196,197,83 park terrace west #b3 in inwood,10034,40.871804,-73.916909,Inwood and Washington Heights,No Claim,MN1203,Inwood,Inwd,MN12,MN12 Washington Heights-Inwood (CD 12 Equivalent),
197,198,175 east 90th street #c2 in carnegie hill,10128,40.781655,-73.952484,Upper East Side,No Claim,MN0802,Upper East Side-Carnegie Hill,UES_CrngHl,MN08,MN08 Upper East Side-Roosevelt Island (CD 8 Equivalent),
198,199,130 seaman avenue #4a in inwood,10034,40.868982,-73.923272,Inwood and Washington Heights,Claim,MN1203,Inwood,Inwd,MN12,MN12 Washington Heights-Inwood (CD 12 Equivalent),
199,200,1961 madison avenue #d/1 in central harlem,10035,40.806144,-73.940092,East Harlem,Claim,MN1102,East Harlem (North),EstHrlm_N,MN11,MN11 East Harlem (CD 11 Equivalent),
200,201,34 beekman place #3c in beekman,10022,40.753884,-73.964559,Gramercy Park and Murray Hill,Claim,MN0604,East Midtown-Turtle Bay,EstMdtwn,MN06,MN06 East Midtown-Murray Hill (CD 6 Approximation),
201,202,2 seaman avenue #1l in inwood,10034,40.86665,-73.927975,Inwood and Washington Heights,Claim,MN1203,Inwood,Inwd,MN12,MN12 Washington Heights-Inwood (CD 12 Equivalent),
202,203,412 east 64th street #3cc in lenox hill,10065,40.762237,-73.958966,Upper East Side,Claim,MN0801,Upper East Side-Lenox Hill-Roosevelt Island,UES_LnxHl,MN08,MN08 Upper East Side-Roosevelt Island (CD 8 Equivalent),
203,204,149 west 119th street #3r in south harlem,10026,40.804946,-73.950161,Central Harlem,No Claim,MN1001,Harlem (South),Hrlm_S,MN10,MN10 Harlem (CD 10 Equivalent),
204,205,629 west 138th street #b2 in hudson heights,10031,40.822795,-73.954971,Inwood and Washington Heights,No Claim,MN0903,Hamilton Heights-Sugar Hill,HmltnHts,MN09,MN09 Morningside Heights-Hamilton Heights (CD 9 Equivalent),
205,206,854 west 181st street #1h in hudson heights,10033,40.851138,-73.939954,Inwood and Washington Heights,No Claim,MN1202,Washington Heights (North),WshHts_N,MN12,MN12 Washington Heights-Inwood (CD 12 Equivalent),
206,207,724 amsterdam avenue #4c in upper west side,10025,40.793721,-73.97095,Upper West Side,No Claim,MN0702,Upper West Side (Central),UWS_C,MN07,MN07 Upper West Side (CD 7 Approximation),
207,208,214 west 102nd street #3f in manhattan valley,10025,40.79808,-73.968517,Upper West Side,No Claim,MN0703,Upper West Side-Manhattan Valley,UWS_MnVly,MN07,MN07 Upper West Side (CD 7 Approximation),
208,209,111-20 76 road #6 in forest hills,11375,40.716103,-73.835847,West Central Queens,Claim,QN0602,Forest Hills,FrstHls,QN06,QN06 Forest Hills-Rego Park (CD 6 Approximation),
209,210,2600 netherland avenue #614 in spuyten duyvil,10463,40.878723,-73.914488,Kingsbridge and Riverdale,Claim,BX0803,Riverdale-Spuyten Duyvil,Rvrdl,BX08,BX08 Riverdale-Kingsbridge-Marble Hill (CD 8 Approximation),
210,211,68-64 yellowston boulevard #a12 in forest hills,11375,40.724784,-73.847482,West Central Queens,Claim,QN0602,Forest Hills,FrstHls,QN06,QN06 Forest Hills-Rego Park (CD 6 Approximation),
211,212,315 west 105th street #4r in upper west side,10025,40.801491,-73.969791,Upper West Side,Claim,MN0703,Upper West Side-Manhattan Valley,UWS_MnVly,MN07,MN07 Upper West Side (CD 7 Approximation),
212,213,1724 eighth avenue #4 in park slope,11215,40.65941,-73.984954,Northwest Brooklyn,Claim,BK0701,Windsor Terrace-South Slope,WndsrTr,BK07,BK07 Sunset Park-Windsor Terrace (CD 7 Approximation),
213,214,341 east 19th street #52 in ditmas park,11226,40.64184,-73.96026,Flatbush,Claim,BK1401,Flatbush,Fltbsh,BK14,BK14 Flatbush-Midwood (CD 14 Approximation),
214,215,226 east 74th street #1b in lenox hill,10021,40.770431,-73.958635,Upper East Side,Claim,MN0801,Upper East Side-Lenox Hill-Roosevelt Island,UES_LnxHl,MN08,MN08 Upper East Side-Roosevelt Island (CD 8 Equivalent),
215,216,5 seaman avenue #5g in inwood,10034,40.866448,-73.92751,Inwood and Washington Heights,Claim,MN1203,Inwood,Inwd,MN12,MN12 Washington Heights-Inwood (CD 12 Equivalent),
216,217,4580 broadway #1 in fort george,10040,40.860081,-73.930558,Inwood and Washington Heights,Claim,MN1202,Washington Heights (North),WshHts_N,MN12,MN12 Washington Heights-Inwood (CD 12 Equivalent),
217,218,2274 broadway #4b in upper west side,10024,40.787011,-73.975368,Upper West Side,Claim,MN0702,Upper West Side (Central),UWS_C,MN07,MN07 Upper West Side (CD 7 Approximation),
218,219,407 west 39th street apt w2b in hudson yards 10018,10018,40.756925,-73.996635,Chelsea and Clinton,Claim,MN0402,Hell's Kitchen,HllsKtchn,MN04,MN04 Chelsea-Hell's Kitchen (CD 4 Approximation),
219,220,2018 fifth avenue #c4 in south harlem,10035,40.806362,-73.942678,East Harlem,Claim,MN1001,Harlem (South),Hrlm_S,MN10,MN10 Harlem (CD 10 Equivalent),
220,221,346 east 63rd st #4a in lenox hill,10065,40.762105,-73.960481,Upper East Side,Claim,MN0801,Upper East Side-Lenox Hill-Roosevelt Island,UES_LnxHl,MN08,MN08 Upper East Side-Roosevelt Island (CD 8 Equivalent),
221,222,1672 third avenue #5w in carnegie hill,10128,40.783784,-73.9507,Upper East Side,No Claim,MN0802,Upper East Side-Carnegie Hill,UES_CrngHl,MN08,MN08 Upper East Side-Roosevelt Island (CD 8 Equivalent),
222,223,1670 york avenue #3b in yorkville,10128,40.776981,-73.945998,Upper East Side,No Claim,MN0803,Upper East Side-Yorkville,UES_Yrkvl,MN08,MN08 Upper East Side-Roosevelt Island (CD 8 Equivalent),
223,224,165 seaman avenue #m5 in inwood,10034,40.869096,-73.921318,Inwood and Washington Heights,Claim,MN1203,Inwood,Inwd,MN12,MN12 Washington Heights-Inwood (CD 12 Equivalent),
224,225,5 seaman avenue #2f in inwood,10034,40.866448,-73.92751,Inwood and Washington Heights,Claim,MN1203,Inwood,Inwd,MN12,MN12 Washington Heights-Inwood (CD 12 Equivalent),
225,226,201 east 104th street #4a in east harlem,10029,40.790218,-73.945236,East Harlem,Claim,MN1101,East Harlem (South),EstHrlm_S,MN11,MN11 East Harlem (CD 11 Equivalent),
226,227,304 east 90th street #5c in yorkville,10128,40.780014,-73.949415,Upper East Side,Claim,MN0803,Upper East Side-Yorkville,UES_Yrkvl,MN08,MN08 Upper East Side-Roosevelt Island (CD 8 Equivalent),
227,228,17 ludlow street #7 in chinatown,10002,40.715283,-73.991015,Lower East Side,Claim,MN0301,Chinatown-Two Bridges,Chntwn,MN03,MN03 Lower East Side-Chinatown (CD 3 Equivalent),
228,229,467 west 164th street #3c in washington heights,10032,40.837282,-73.938164,Inwood and Washington Heights,Claim,MN1201,Washington Heights (South),WshHts_S,MN12,MN12 Washington Heights-Inwood (CD 12 Equivalent),
229,230,59 arlo road #1b in staten island,10301,40.619592,-74.095378,Stapleton and St. George,Claim,SI0104,West New Brighton-Silver Lake-Grymes Hill,WstNwBrgtn,SI01,SI01 North Shore (CD 1 Equivalent),
230,231,338 east 15th street #1a in gramercy park,10003,40.732198,-73.983072,Lower East Side,Claim,MN0602,Gramercy,Grmrcy,MN06,MN06 East Midtown-Murray Hill (CD 6 Approximation),
231,232,411 e 118th street #36 in east harlem,10035,40.797186,-73.93364,East Harlem,No Claim,MN1102,East Harlem (North),EstHrlm_N,MN11,MN11 East Harlem (CD 11 Equivalent),
232,233,307 east 93rd street #2wr in yorkville,10128,40.782176,-73.947807,Upper East Side,No Claim,MN0803,Upper East Side-Yorkville,UES_Yrkvl,MN08,MN08 Upper East Side-Roosevelt Island (CD 8 Equivalent),
233,234,6819 third avenue #3 in bay ridge,11220,40.635918,-74.025807,Sunset Park,No Claim,BK1001,Bay Ridge,ByRdg,BK10,BK10 Bay Ridge-Dyker Heights (CD 10 Approximation),
234,235,119 elizabeth street #5east in little italy,10013,40.719259,-73.995601,Greenwich Village and Soho,No Claim,MN0201,SoHo-Little Italy-Hudson Square,SoHo,MN02,MN02 Greenwich Village-SoHo (CD 2 Equivalent),
